0.000000000000000000e+00,6.000000000000000000e+04,-1.000000000000000000e+02,2.729630000000000109e+03,-1.153128006485369542e-08
2.498150087108048367e-01,5.997499272015928000e+04,-1.004067912657344124e+02,2.729629999997124742e+03,-1.154387884640608480e-08
4.996300174216096734e-01,5.994988391937752749e+04,-1.008135825314677589e+02,2.729629999994246191e+03,-1.155654337992438499e-08
7.494450261324144824e-01,5.992467359765474248e+04,-1.012203737972000539e+02,2.729629999991364457e+03,-1.156927387113595822e-08
9.992600348432193469e-01,5.989936175499093224e+04,-1.016271650629312973e+02,2.729629999988479540e+03,-1.158207052719795833e-08
1.249075043554024100e+00,5.987394839138608950e+04,-1.020339563286614890e+02,2.729629999985591439e+03,-1.159493355669733079e-08
1.498890052264828965e+00,5.984843350684022880e+04,-1.024407475943906007e+02,2.729629999982700156e+03,-1.160786316966436519e-08
1.748705060975633829e+00,5.982281710135332833e+04,-1.028475388601186467e+02,2.729629999979805234e+03,-1.162085957757608341e-08
1.998520069686438694e+00,5.979709917492540990e+04,-1.032543301258456268e+02,2.729629999976907584e+03,-1.163392299336301586e-08
2.248335078397243336e+00,5.977127972755645897e+04,-1.036611213915715410e+02,2.729629999974006751e+03,-1.164705363143291842e-08
2.498150087108048201e+00,5.974535875924648280e+04,-1.040679126572963753e+02,2.729629999971102734e+03,-1.166025170766060801e-08
2.747965095818853065e+00,5.971933626999547414e+04,-1.044747039230201295e+02,2.729629999968195079e+03,-1.167351743941845584e-08
2.997780104529657930e+00,5.969321225980344025e+04,-1.048814951887428180e+02,2.729629999965284696e+03,-1.168685104557638734e-08
3.247595113240462794e+00,5.966698672867038840e+04,-1.052882864544644264e+02,2.729629999962370675e+03,-1.170025274649849406e-08
3.497410121951267659e+00,5.964065967659630405e+04,-1.056950777201849547e+02,2.729629999959453016e+03,-1.171372276408369126e-08
3.747225130662072523e+00,5.961423110358119447e+04,-1.061018689859043889e+02,2.729629999956532629e+03,-1.172726132173522473e-08
3.997040139372877388e+00,5.958770100962505967e+04,-1.065086602516227288e+02,2.729629999953608603e+03,-1.174086864442165710e-08
4.246855148083682252e+00,5.956106939472790691e+04,-1.069154515173399886e+02,2.729629999950680485e+03,-1.175454495862604597e-08
4.496670156794486672e+00,5.953433625888972165e+04,-1.073222427830561543e+02,2.729629999947749639e+03,-1.176829049241709456e-08
4.746485165505291981e+00,5.950750160211051843e+04,-1.077290340487712257e+02,2.729629999944815609e+03,-1.178210547541527048e-08
4.996300174216096401e+00,5.948056542439028271e+04,-1.081358253144851886e+02,2.729629999941877486e+03,-1.179599013881991077e-08
5.246115182926901710e+00,5.945352772572902177e+04,-1.085426165801980432e+02,2.729629999938936180e+03,-1.180994471542616249e-08
5.495930191637706130e+00,5.942638850612674287e+04,-1.089494078459098034e+02,2.729629999935991236e+03,-1.182396943961481844e-08
5.745745200348511439e+00,5.939914776558344602e+04,-1.093561991116204553e+02,2.729629999933043109e+03,-1.183806454739297462e-08
5.995560209059315859e+00,5.937180550409911666e+04,-1.097629903773299844e+02,2.729629999930091344e+03,-1.185223027638047781e-08
6.245375217770121168e+00,5.934436172167376935e+04,-1.101697816430384194e+02,2.729629999927136396e+03,-1.186646686583025427e-08
6.495190226480925588e+00,5.931681641830739682e+04,-1.105765729087457316e+02,2.729629999924177355e+03,-1.188077455663169796e-08
6.745005235191730897e+00,5.928916959400000633e+04,-1.109833641744519213e+02,2.729629999921214676e+03,-1.189515359133777551e-08
6.994820243902535317e+00,5.926142124875158333e+04,-1.113901554401570024e+02,2.729629999918248814e+03,-1.190960421416163814e-08
7.244635252613340626e+00,5.923357138256214239e+04,-1.117969467058609467e+02,2.729629999915278859e+03,-1.192412667099017418e-08
7.494450261324145046e+00,5.920561999543168349e+04,-1.122037379715637684e+02,2.729629999912305720e+03,-1.193872120939756159e-08
7.744265270034950355e+00,5.917756708736020664e+04,-1.126105292372654674e+02,2.729629999909328944e+03,-1.195338807866898486e-08
7.994080278745754775e+00,5.914941265834769729e+04,-1.130173205029660295e+02,2.729629999906348075e+03,-1.196812752978030628e-08
8.243895287456560084e+00,5.912115670839417726e+04,-1.134241117686654690e+02,2.729629999903364023e+03,-1.198293981546244037e-08
8.493710296167364504e+00,5.909279923749963200e+04,-1.138309030343637573e+02,2.729629999900376333e+03,-1.199782519014036758e-08
8.743525304878168924e+00,5.906434024566406879e+04,-1.142376943000609089e+02,2.729629999897384096e+03,-1.201278391001444940e-08
8.993340313588973345e+00,5.903577973288748035e+04,-1.146444855657569093e+02,2.729629999894388675e+03,-1.202781623303671144e-08
9.243155322299779542e+00,5.900711769916987396e+04,-1.150512768314517729e+02,2.729629999891389616e+03,-1.204292241892100787e-08
9.492970331010583962e+00,5.897835414451124961e+04,-1.154580680971454854e+02,2.729629999888386465e+03,-1.205810272918706708e-08
9.742785339721388382e+00,5.894948906891160732e+04,-1.158648593628380468e+02,2.729629999885379675e+03,-1.207335742711983413e-08
9.992600348432192803e+00,5.892052247237094707e+04,-1.162716506285294571e+02,2.729629999882369248e+03,-1.208868677784062152e-08
1.024241535714299900e+01,5.889145435488926887e+04,-1.166784418942197021e+02,2.729629999879355182e+03,-1.210409104826983971e-08
